nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1,santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1,spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1,Textrank_rouge1_P,Textrank_rouge1_R,Textrank_rouge1_F1
1.0,0.8529411764705882,0.9206349156664146,1.0,0.5735294117647058,0.7289719579841034,1.0,0.8823529411764706,0.9374999950195312,1.0,0.8970588235294118,0.94573642912325
0.95,0.5327102803738317,0.6826347259349564,0.9733333333333334,0.6822429906542056,0.802197797352373,0.9318181818181818,0.7663551401869159,0.8410256360731098,1.0,0.616822429906542,0.7630057756276521
0.9583333333333334,0.5476190476190477,0.6969696923415979,0.9705882352941176,0.7857142857142857,0.8684210476869806,1.0,0.9523809523809524,0.9756097511005354,1.0,0.7857142857142857,0.8799999950720001
0.9782608695652174,0.7627118644067796,0.857142852219501,1.0,0.7457627118644068,0.8543689271448771,1.0,0.8135593220338984,0.8971962567350861,1.0,0.9661016949152542,0.9827586156911416
0.8780487804878049,0.6923076923076923,0.7741935434570469,0.9761904761904762,0.7884615384615384,0.8723404205885016,1.0,0.8653846153846154,0.9278350465724308,1.0,0.9807692307692308,0.9902912571363937
0.9361702127659576,0.6567164179104478,0.7719298197152971,0.9772727272727272,0.6417910447761194,0.7747747699894488,0.9833333333333332,0.8805970149253731,0.9291338532829068,1.0,0.835820895522388,0.9105691007310464
1.0,0.7454545454545455,0.8541666617730035,1.0,0.7636363636363637,0.8659793765331066,1.0,0.8363636363636363,0.9108910841486128,1.0,0.8545454545454545,0.921568622481738
1.0,0.8269230769230769,0.9052631529396122,0.9782608695652174,0.8653846153846154,0.9183673419575178,1.0,0.8653846153846154,0.9278350465724308,1.0,0.4807692307692308,0.6493506449654243
1.0,0.8070175438596491,0.8932038785521728,0.9883720930232558,0.7456140350877193,0.8499999950980001,1.0,0.8859649122807017,0.9395348787392104,1.0,0.4912280701754385,0.6588235249937716
0.903846153846154,0.6025641025641025,0.7230769182769231,0.951219512195122,0.5,0.6554621803573194,0.9838709677419356,0.782051282051282,0.8714285664938777,1.0,0.4615384615384615,0.6315789430470914
1.0,0.75,0.8571428522448981,1.0,0.6875,0.8148148099862826,1.0,0.78125,0.8771929775315482,1.0,0.96875,0.984126979128244
0.9615384615384616,0.8064516129032258,0.8771929774946138,0.9615384615384616,0.8064516129032258,0.8771929774946138,0.9622641509433962,0.8225806451612904,0.8869565167697543,1.0,0.9032258064516128,0.9491525373858086
0.98,0.765625,0.8596491178824254,0.9791666666666666,0.734375,0.8392857093877552,0.9807692307692308,0.796875,0.8793103398810939,1.0,0.703125,0.8256880685464187
0.9117647058823528,0.6326530612244898,0.7469879469705328,0.9696969696969696,0.6530612244897959,0.7804878000684117,1.0,0.6530612244897959,0.7901234520103644,1.0,0.979591836734694,0.989690716650016
0.9166666666666666,0.6470588235294118,0.7586206848038051,0.9705882352941176,0.6470588235294118,0.7764705834352943,0.975,0.7647058823529411,0.8571428522159159,1.0,0.9803921568627452,0.9900990049014802
0.9333333333333332,0.6363636363636364,0.7567567519357196,0.9696969696969696,0.7272727272727273,0.8311688262708721,0.972972972972973,0.8181818181818182,0.888888883926231,1.0,0.9772727272727272,0.9885057421270974
0.9753086419753086,0.8404255319148937,0.9028571378847348,0.948051948051948,0.776595744680851,0.8538011646400602,0.9647058823529412,0.8723404255319149,0.9162011123310758,1.0,0.5425531914893617,0.7034482713017837
1.0,0.8114754098360656,0.89592759686411,0.989010989010989,0.7377049180327869,0.8450704176411207,1.0,0.9262295081967212,0.961702122666908,1.0,0.6311475409836066,0.7738693419893438
