spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1
1.0,0.8076923076923077,0.8936170163331825
0.972972972972973,0.9,0.9350649300725249
0.9696969696969697,0.8,0.8767123238130983
0.9818181818181818,0.7941176470588235,0.8780487755436579
0.9791666666666666,0.8703703703703703,0.9215686224682815
1.0,0.7380952380952381,0.8493150636066805
1.0,0.734375,0.8468468419641263
0.9850746268656716,0.88,0.9295774598046022
1.0,0.7625,0.8652482220411448
1.0,0.9029126213592233,0.9489795868497501
0.98,0.7424242424242424,0.8448275813020214
0.984375,0.7777777777777778,0.8689655123101071
1.0,0.7941176470588235,0.8852458967051868
0.9459459459459459,0.875,0.9090909040984989
1.0,0.803030303030303,0.8907562975806793
1.0,0.9861111111111112,0.9930069880072376
0.9672131147540983,0.8428571428571429,0.9007633538022259
0.9882352941176471,0.9130434782608695,0.9491525373807016
1.0,0.8181818181818182,0.8999999950500001
0.9534883720930233,0.7735849056603774,0.8541666617209203
1.0,0.8813559322033898,0.9369369319568218
0.9473684210526315,0.47368421052631576,0.6315789429239765
0.9848484848484849,0.8125,0.8904109539500845
1.0,0.8829787234042553,0.937853102363944
0.9387755102040817,0.7666666666666667,0.8440366922986281
0.9743589743589743,0.8260869565217391,0.8941176420927336
1.0,0.8909090909090909,0.9423076873243343
1.0,0.9384615384615385,0.9682539632590074
1.0,0.8043478260869565,0.8915662601190304
0.9811320754716981,0.8253968253968254,0.8965517191750891
0.9523809523809523,0.821917808219178,0.8823529362035035
1.0,0.9242424242424242,0.9606299162675925
1.0,0.8695652173913043,0.9302325531638724
0.9634146341463414,0.7383177570093458,0.8359788310663195
0.8863636363636364,0.639344262295082,0.7428571379882088
0.9672131147540983,0.8939393939393939,0.9291338532754666
0.953125,0.7721518987341772,0.853146848201868
0.9629629629629629,0.7222222222222222,0.8253968204988662
