santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1
0.8888888888888888,0.6779661016949152,0.7692307643213758
0.9696969696969697,0.5925925925925926,0.7356321791993659
0.9807692307692307,0.8225806451612904,0.8947368371437365
0.9722222222222222,0.6481481481481481,0.7777777729777778
0.8863636363636364,0.5131578947368421,0.6499999953555556
0.9622641509433962,0.8095238095238095,0.8793103398647444
0.9310344827586207,0.627906976744186,0.7499999951890431
0.9512195121951219,0.6190476190476191,0.7499999952237427
0.9516129032258065,0.8194444444444444,0.8805970099532191
0.9857142857142858,0.71875,0.8313252963274786
1.0,0.8360655737704918,0.9107142807541455
0.96875,0.5391304347826087,0.692737425573484
0.9183673469387755,0.6,0.7258064468327263
0.925,0.7551020408163265,0.8314606692084333
0.9722222222222222,0.6481481481481481,0.7777777729777778
1.0,0.7666666666666667,0.8679245233891066
0.9696969696969697,0.7619047619047619,0.8533333284053334
0.9827586206896551,0.7702702702702703,0.8636363587098256
0.96,0.7384615384615385,0.8347826037807184
0.9571428571428572,0.7444444444444445,0.837499995078125
1.0,0.7692307692307693,0.8695652124763706
0.9722222222222222,0.6730769230769231,0.7954545406198348
0.9791666666666666,0.7121212121212122,0.8245613986334257
0.95,0.6909090909090909,0.7999999951246538
0.9523809523809523,0.8,0.8695652124291116
0.9803921568627451,0.704225352112676,0.8196721262819134
0.9423076923076923,0.7,0.8032786836334319
0.9333333333333333,0.6,0.7304347778449906
0.98,0.8596491228070176,0.9158878454886891
1.0,0.676923076923077,0.8073394447268749
0.9473684210526315,0.7012987012987013,0.8059701443651148
1.0,0.6739130434782609,0.8051948003845506
0.9863013698630136,0.75,0.8520710010097686
0.9767441860465116,0.7777777777777778,0.8659793765075993
0.9482758620689655,0.8088235294117647,0.8730158680473671
0.9024390243902439,0.7551020408163265,0.8222222172617284
0.9636363636363636,0.7066666666666667,0.8153846105029586
1.0,0.7195121951219512,0.8368794277571551
0.98,0.7424242424242424,0.8448275813020214
0.9743589743589743,0.7916666666666666,0.8735632134443123
0.9574468085106383,0.6428571428571429,0.7692307644239902
0.9245283018867925,0.7424242424242424,0.8235294068243769
0.9772727272727273,0.7678571428571429,0.8599999950720001
0.9636363636363636,0.7162162162162162,0.8217054214650562
0.9821428571428571,0.7746478873239436,0.8661417273532147
0.9787234042553191,0.7931034482758621,0.8761904712453515
0.9642857142857143,0.7714285714285715,0.8571428522045856
0.96,0.6486486486486487,0.7741935435744017
0.967741935483871,0.759493670886076,0.8510638248599166
0.9850746268656716,0.7857142857142857,0.8741721804938379
0.9538461538461539,0.6888888888888889,0.799999995130073
0.86,0.7288135593220338,0.7889908207221614
0.9666666666666667,0.6987951807228916,0.8111888063181575
0.9344262295081968,0.7808219178082192,0.8507462636968146
0.98,0.7313432835820896,0.8376068327123968
0.8852459016393442,0.6585365853658537,0.7552447503525845
1.0,0.8023255813953488,0.8903225757053069
0.9655172413793104,0.8296296296296296,0.8924302739131126
1.0,0.6938775510204082,0.8192771035970389
0.95,0.7307692307692307,0.8260869516068055
0.9318181818181818,0.5540540540540541,0.6949152495604711
0.96,0.5853658536585366,0.7272727225665748
0.9772727272727273,0.7288135593220338,0.8349514514167217
0.9482758620689655,0.5339805825242718,0.6832298090552062
0.975609756097561,0.6349206349206349,0.7692307644545119
0.9516129032258065,0.6020408163265306,0.737499995253125
0.95,0.7450980392156863,0.8351648302378941
0.9375,0.6818181818181818,0.7894736793351801
1.0,0.7045454545454546,0.826666661816889
0.9814814814814815,0.7681159420289855,0.8617886129605394
1.0,0.8061224489795918,0.8926553622892528
0.9726027397260274,0.71,0.8208092436767017
0.9333333333333333,0.7446808510638298,0.8284023619271035
0.9666666666666667,0.47540983606557374,0.6373626329428813
0.9795918367346939,0.6857142857142857,0.8067226842313397
0.9743589743589743,0.6909090909090909,0.8085106334427343
0.8918918918918919,0.7857142857142857,0.8354430329947123
0.9859154929577465,0.7954545454545454,0.8805031397112457
0.975609756097561,0.5555555555555556,0.7079645971462136
0.9459459459459459,0.7,0.804597696261065
0.9655172413793104,0.835820895522388,0.8959999950259201
0.9625,0.7264150943396226,0.8279569843450111
1.0,0.7534246575342466,0.859374995098877
0.9850746268656716,0.6875,0.8098159460785126
0.9342105263157895,0.7244897959183674,0.8160919491029199
0.9459459459459459,0.5645161290322581,0.7070707023895522
0.9636363636363636,0.726027397260274,0.828124995098877
0.9876543209876543,0.7547169811320755,0.855614968351397
0.898989898989899,0.6953125,0.7841409642446002
0.984375,0.6847826086956522,0.807692302853386
0.9672131147540983,0.7866666666666666,0.8676470538765139
0.9782608695652174,0.7692307692307693,0.8612440142102975
0.9625,0.6470588235294118,0.773869341925709
0.9649122807017544,0.6790123456790124,0.7971014444265911
