nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1
0.8974358974358975,0.6422018348623854,0.7486630967416856
0.987012987012987,0.8735632183908046,0.926829263311273
0.9361702127659575,0.7096774193548387,0.8073394446359734
0.9024390243902439,0.6166666666666667,0.7326732625036763
0.9736842105263158,0.8222222222222222,0.891566260095805
0.9850746268656716,0.8461538461538461,0.9103448226149822
1.0,0.8,0.8888888839506174
0.9090909090909091,0.6666666666666666,0.7692307643491124
0.8958333333333334,0.6825396825396826,0.7747747698660824
0.9230769230769231,0.7228915662650602,0.8108108058847701
0.9672131147540983,0.8194444444444444,0.887218040146984
0.926829268292683,0.6909090909090909,0.7916666617730036
0.9622641509433962,0.8225806451612904,0.8869565167697543
0.9565217391304348,0.7213114754098361,0.8224299016403179
1.0,0.7962962962962963,0.8865979332086301
0.9655172413793104,0.8,0.8749999950439455
0.9318181818181818,0.6507936507936508,0.7663551353445717
0.9230769230769231,0.7346938775510204,0.8181818132463844
0.967741935483871,0.75,0.8450704176155526
0.8837209302325582,0.7037037037037037,0.7835051497034754
0.9166666666666666,0.6470588235294118,0.7586206848038051
0.9583333333333334,0.7301587301587301,0.8288288239201365
0.8913043478260869,0.6029411764705882,0.7192982408002462
0.9318181818181818,0.640625,0.7592592544307272
0.9866666666666667,0.7789473684210526,0.8705882303633219
0.9473684210526315,0.6428571428571429,0.7659574419918516
0.8444444444444444,0.6440677966101694,0.7307692258598373
0.9491525423728814,0.7088607594936709,0.8115941980035708
0.9878048780487805,0.8181818181818182,0.8950276193534996
0.9285714285714286,0.6582278481012658,0.7703703655155008
0.9607843137254902,0.8448275862068966,0.8990825638279607
0.9523809523809523,0.7407407407407407,0.8333333284114584
0.9555555555555556,0.6323529411764706,0.7610619421097972
0.9811320754716981,0.8125,0.888888883933085
0.9852941176470589,0.67,0.7976190428004537
1.0,0.819672131147541,0.9009008959500041
0.9622641509433962,0.68,0.7968749951477051
0.9459459459459459,0.7,0.804597696261065
0.9347826086956522,0.6935483870967742,0.7962962914060359
0.9444444444444444,0.7846153846153846,0.8571428521855801
1.0,0.7727272727272727,0.8717948668770547
0.9767441860465116,0.875,0.9230769180920179
0.9714285714285714,0.6666666666666666,0.7906976695916712
0.9811320754716981,0.8253968253968254,0.8965517191750891
0.9655172413793104,0.8484848484848485,0.9032258014724246
0.9830508474576272,0.7837837837837838,0.8721804461914184
0.94,0.6438356164383562,0.7642276374512528
0.9655172413793104,0.8484848484848485,0.9032258014724246
0.9375,0.703125,0.8035714236734695
0.9387755102040817,0.6388888888888888,0.7603305736930537
0.9824561403508771,0.7777777777777778,0.86821704933117
0.9382716049382716,0.8172043010752689,0.873563213414586
0.9629629629629629,0.6842105263157895,0.7999999951431953
0.9464285714285714,0.803030303030303,0.8688524540499866
1.0,0.797752808988764,0.8874999950632813
0.975609756097561,0.8163265306122449,0.8888888839283952
1.0,0.8285714285714286,0.9062499950439453
0.9791666666666666,0.6811594202898551,0.8034187985798817
0.9318181818181818,0.6721311475409836,0.7809523760834467
0.9259259259259259,0.6410256410256411,0.7575757527410469
1.0,0.8095238095238095,0.8947368371606649
0.9347826086956522,0.7678571428571429,0.8431372499500194
0.8297872340425532,0.6,0.6964285665577169
0.94,0.6266666666666667,0.7519999952
0.9193548387096774,0.7808219178082192,0.8444444394776407
0.9069767441860465,0.6610169491525424,0.7647058774759709
0.9523809523809523,0.7407407407407407,0.8333333284114584
1.0,0.8548387096774194,0.9217391254654065
0.9743589743589743,0.7037037037037037,0.8172042962053417
0.9215686274509803,0.618421052631579,0.740157475508711
1.0,0.8095238095238095,0.8947368371606649
0.84375,0.627906976744186,0.7199999951075556
0.9302325581395349,0.6349206349206349,0.7547169763100748
0.9365079365079365,0.8194444444444444,0.8740740690962963
1.0,0.8645833333333334,0.9273742967023502
0.9615384615384616,0.819672131147541,0.8849557472441069
1.0,0.808695652173913,0.8942307642867049
0.9333333333333333,0.7466666666666667,0.829629624691358
0.8780487804878049,0.7346938775510204,0.7999999950395063
1.0,0.7037037037037037,0.826086951672968
1.0,0.7333333333333333,0.8461538412721893
0.9583333333333334,0.8214285714285714,0.8846153796449705
0.9504132231404959,0.777027027027027,0.8550185824109674
0.9361702127659575,0.676923076923077,0.7857142808434312
0.96,0.8,0.8727272677685951
0.9387755102040817,0.8846153846153846,0.9108910841133222
0.9333333333333333,0.8076923076923077,0.8659793764693379
0.9791666666666666,0.7121212121212122,0.8245613986334257
0.9772727272727273,0.7818181818181819,0.868686863748597
0.95,0.76,0.8444444395061729
0.9833333333333333,0.8309859154929577,0.9007633538138804
0.9454545454545454,0.7428571428571429,0.8319999950720002
0.9387755102040817,0.6571428571428571,0.7731092388531884
1.0,0.9122807017543859,0.9541284353774935
0.8723404255319149,0.6307692307692307,0.7321428522720026
1.0,0.7792207792207793,0.8759124038361128
0.9,0.5869565217391305,0.7105263110110804
0.9876543209876543,0.8333333333333334,0.9039547972957963
0.9767441860465116,0.7777777777777778,0.8659793765075993
0.9574468085106383,0.6617647058823529,0.7826086908189036
0.8372093023255814,0.7346938775510204,0.7826086906734405
0.9814814814814815,0.7066666666666667,0.8217054214890932
0.972972972972973,0.8780487804878049,0.9230769180900723
0.9910714285714286,0.8409090909090909,0.9098360606073637
0.8611111111111112,0.6458333333333334,0.7380952331972789
0.9642857142857143,0.7714285714285715,0.8571428522045856
0.8928571428571429,0.7575757575757576,0.8196721261811342
0.9574468085106383,0.8035714285714286,0.8737864028051656
0.9649122807017544,0.7432432432432432,0.8396946515727521
0.9354838709677419,0.8169014084507042,0.8721804461507152
0.9583333333333334,0.7931034482758621,0.8679245233463866
0.9491525423728814,0.8,0.8682170492999219
0.98,0.6621621621621622,0.7903225758324662
0.9692307692307692,0.7974683544303798,0.8749999950472609
0.987012987012987,0.9047619047619048,0.9440993738914395
0.9821428571428571,0.6111111111111112,0.7534246528054044
0.9565217391304348,0.7457627118644068,0.8380952331718822
0.9841269841269841,0.7469879518072289,0.849315063586977
0.9666666666666667,0.7945205479452054,0.8721804461755894
0.9791666666666666,0.7014925373134329,0.8173912994843101
0.9193548387096774,0.6951219512195121,0.7916666617631174
0.9873417721518988,0.9069767441860465,0.9454545404635446
